absorption	吸収,併合 / (…に)夢中になること,専心すること《+『in』+『名』》
abstain	(…を)控える,慎む《+『from』+『名』(do『ing』)》 / 棄権する
abstainer	節制する人,(特に)禁酒する人
abstemious	(飲食物・享楽を)慎む,節制する;(食事が)節約した
abstention	(…を)節制すること,控えること《+『from』+『名』(do『ing』)》 / (投票の)棄権
abstinence	(特に宗教的な理由による)(飲食の)禁欲,節制《+『from』+『名』(do『ing』)》
abstinent	節酒する;禁欲的な
abstract	『抽象的な』 / 理論的な,観念的な / (美術において)抽象派の / 〈U〉抽象 / 〈C〉抜粋,摘要(summ...
abstracted	抽出された / ぼんやりした
abstraction	〈U〉抽象[作用] / 〈C〉抽象的概念 / 〈U〉(化学的な)抽出[作用] / 〈U〉放心[状態] / 〈C〉抽...
abstruse	(教義・論理など)難解な,深遠な
absurd	『道理に合わない』(unreasonable);ばかばかしい(foolish)
absurdity	不合理,ばかばかしさ;〈C〉《しばしば複数形で》ばかげたこと
abundance	(あり余るほど)『たくさん』,『豊富』;《an~》たくさん(の…)《+『of』+『名』》
abundant	『豊富な』,十分な
abundantly	豊富に,たっぷり
abuse	〈U〉〈C〉(自分の,あるいは人の権利などの)『乱用』,悪用《+『of』+『名』》 / 〈C〉《しばしば複数形で》...
abusive	悪用された,乱用の / 虐待する / ののしる,口ぎたない
abut	(…に)接する,隣接する《+『on』(『upon』,『onto』)+『名』》 / (他の建物に)よりかかる《+『a...
abutment	迫持(せりもち)受け(建物の弓形門(arch)の両端を受ける部分)
abuttal	土地の境界線,隣接部 / 境界記述
abysmal	底知らずの / 《話》とても悪い
abyss	底知れぬほど深いもの,奈落
abyssal	深淵(えん)の;深海の
abyssinia	アビシニア(アフリカ北東部の王国;Ethiopiaの旧名)
acacia	アカシア属の木,《英》ハリエンジュ,ニセアカシア
academe	《A-》(古代アテネの)アカデミーの森 / 〈C〉(またacademia)大学[周辺]
academia	=academe
academic	学問の,学術的な,教育の / 学園の,大学の / 大学教員,研究者,学者 / 《複数形で》学業,学課,大学課程
academical	=academic / 《複数形で》大学の式服
academician	学士院会員,芸術院会員 / 伝統主義者
academicism	(美術・文学などの) 伝統主義、アカデミー主義, (思想・態度の)学問主義、知識中心主義、理論偏重
academism	=academicism
academy	『学士院』,芸術院 / 《米》私立中等(高等)学校 / (特殊教育の)専門学校
acanthus	アカンサス,ハアザミ / (建築物の柱頭の)アカンサス葉飾り
accede	(要求・提案などに)同意する,承認する(agree)《+『to』+『名』》 / (王位・財産などを)継承する;(公...
accelerando	(音楽の指示で)しだいに速く(速い)
accelerate	…の速度を速める,加速する / 〈ある状態〉を早く起こさせる / 速くなる,速度を増す
acceleration	加速 / 加速度
accelerator	加速装置;(自動車の)アクセル / (化学反応の)促進剤 / (またatom smasher)粒子加速機
accelerometer	(航空機などの)加速度計
accent	〈C〉〈U〉『アクセント』,『強勢』;アクセント記号 / 〈C〉(言葉の)なまり / 《複数形で》『口調』,音調(...
accentuate	〈語・音節〉にアクセントをおく,を特に強く発音する / …を目立たせる,強調する
accentuation	アクセントをおくこと,アクセントのおき方 / 強調
accept	(喜んで)〈物〉を『受け取る』,〈事〉を受け入れる / 〈提案・決定など〉を受諾する,〈事態・運命など〉に従う;(...
acceptability	受け入れられること,受容性
acceptable	受け入れられる,認められる;人に喜ばれる
acceptance	〈U〉受け取ること,認めること,受け入れられていること;同意 / 〈U〉(手形の)引受け;〈C〉引受済み手形
acceptation	(語句の)特定の意味,一般に受け入れられた意味
accepted	一般に認められた,受け入れられた
accepter	受取人,受諾者 / 手形引受人
acceptor	受取人,受諾者 / 手形引受人
access	〈U〉(人・物・場所への)『接近』《+『to』+『名』》 / 〈C〉(…へ)接近する手段(方法)《+『to』+『名...
accessary	(法律用語)従犯者,犯人隠匿者
accessibility	近づきやすさ,到達可能性 / (高齢者・障害者に対する)利用しやすさ,アクセシビリティ / (まれに)影響を受けや...
accessible	(またget-at-able)近づきやすい,入りやすい,達しうる / 《補語にのみ用いて》(感情などに)動かされや...
accession	〈U〉(…へ)到達すること,(地位への)即位,就任《+『to』+『名』》 / 〈U〉(…への)加入,加盟《+『to...
accessory	《通例複数形で》(…への)『付属品』,アクセサリー《+『for』+『名』》 / (法律用語で)従犯者,犯人隠匿者 ...
accidence	語形論,形態論(言語の語形変化など形態に関する学問)
accident	〈C〉『偶然』,偶発,めぐり合わせ / 〈C〉『事故』,災難
accidental	『偶然の』,思いがけない / (音楽の)臨時記号
accidentally	偶然に,思いがけなく
acclaim	絶賛する / 喝采,称賛,絶賛
acclamation	〈C〉《複数形で》歓呼の声 / 〈U〉(賛成を表す)拍手,かっさい
acclimate	《米》〈人・生物〉を新しい環境(風土)に慣れさせる《+『名』+『to』+『名』(do『ing』)》
acclimation	新しい環境(風土)に慣れること,順応;順化
acclimatization	=acclimation
acclimatize	=acclimate
acclivity	《まれ》上り坂
accolade	〈C〉騎士(knight)の爵位授与式(国王が剣の背でその人の背を軽く打つ) / 〈U〉(一般に)賞賛,栄誉
accommodate	(人などを)宿泊させる,収容する,適応させる,調停する
accommodating	人の世話をよくする,親切な / すぐ順応する,融通のきく
accommodation	〈U〉『宿泊』;《複数形で》(旅館などの)宿泊設備 / 〈C〉便宜,助け / 〈U〉(…への)『適応』,順応《+『...
accompaniment	伴うもの,付属する物 / 伴奏
accompanist	伴奏者
accompany	〈人など〉に『同行する』,随行する,ついて行く(go with) / …に『伴って起こる』;(…を)…に伴わせる,...
accomplice	共犯者
accomplish	〈仕事・目的など〉を『成し遂げる』,仕上げる(perform)
accomplished	成し遂げられた,既成の / 教養(技術など)が備わった,熟達した(skilled)
accomplisher	達成する人,成し遂げる人
accomplishment	〈U〉完成,成就(じょうじゅ) / 〈C〉業績 / 《複数形で》教養,たしなみ,才芸
accord	(…と)『一致する』,調和する《+『with』+『名』(『wh-』節)》 / 〈許可・賞賛・歓迎など〉を与える /...
accordance	一致,調和,適合
accordant	(…と)一致した,合致した。《+『with』(『to』)+『名』》
according	～によれば,～に従って
accordingly	『従って』,それだから,それゆえ(therefore) / 『それに応じて』,適宜に
accordion	アコーディオン,手風琴
accordionist	アコーディオン演奏者
accost	〈見知らぬ人〉に近寄って話しかける
account	〈C〉『計算』,勘定 / 〈C〉『計算書』,勘定書;簿記 / 〈C〉(商売の)取引;(銀行の)口座 / 〈C〉『説...
accountable	説明責任のある,責任を問える
accountancy	会計係(計理士)の職務(業務)
accountant	会計係,会計士,計理士
accounting	会計,経理 / 会計学
accouter	(人に)特別な装備(服装)をさせる
accouterments	《複数形》(兵士の)装備(武器と軍服以外の装具)
accoutre	(人に)特別な装備(服装)をさせる
accoutrements	《複数形》(兵士の)装備(武器と軍服以外の装具)
accredit	(人や団体に)信任を与える,認可する,～の責任であると認める
accredited	一般に認められた;公認の
accretion	〈U〉(付着・添加による)増大 / 〈C〉付加物,添加物
accrue	《文》(自然の結果として)生じる,発生する;〈利子が〉つく
acculturation	文化変容・(異文化との接触による)固有の文化の変容
accumulate	…を『蓄積する』,ためる / 『たまる』,ふえる
accumulation	〈U〉蓄積すること,ためること / 〈C〉蓄積したもの
accumulative	蓄積する,蓄財する,ためこみを重んじる
accumulator	蓄積器;蓄電池;(コンピュータの)累算器
accuracy	『正確さ』,精密
accurate	『正確な』,的確な,精密な
accurately	正確に,精密に,綿密に
accursed	のろわれた / 憎むべき,いまわしい
accurst	のろわれた / 憎むべき,いまわしい
accusation	〈C〉〈U〉(…を)告発(告訴,非難)すること《+『of』+『名』》,告発(非難)されること / 〈C〉(…の)罪...
accusative	(ギリシア・ラテン・ドイツ語の格変化で)対格の,(英語で)直接目的格の / 対格,直接目的格
accuse	(…の罪で)〈人〉を『告発する』,告訴する《+『名』〈人〉+『of』+『名』(do『ing』)》 / (…であると...
accused	告発(告訴)された / (特に)刑事被告人
accuser	告訴人,原告 / 非難者
accustom	(…に)〈人・自分・動物〉を『慣らす』,習慣づける《+『名』+『to』+『名』(do『ing』)》
accustomed	慣れた,〜に慣れる
ace	(カード・ドミノ・さいころの)1,エース,Aの札 / (テニスなど球技で)サービスエース / 《話》(何かに)優れ...
acerb	《まれ》(味が)すっぱい,苦い,渋い / (ことば・態度が)厳しい,しんらつな
acerbate	…をすっぱく(苦く)する / …を怒らせる
acerbity	〈U〉渋味,にがさ / 〈U〉〈C〉辛らつさ
acetanilide	アセトアニリド(解熱・鎮痛剤)
acetate	酢酸(さくさん)塩;アセテート(酢酸人造絹糸)
acetic	酢の,すっぱい
acetone	アセトン(揮発・可燃性液体;ペンキなどの溶剤として用いる)
acetonic	アセトンの
acetylcholine	アセチルコリン(神経を刺激し筋肉運動を起こす化合物)
acetylene	アセチレン[ガス]
ache	(継続的に鈍く)〈人が〉『痛みを感じる』,〈身体が〉痛む,うずく / 《話》切望する,心から願う / 《しばしば複...
achene	痩果(そうか)(タンポポ・キンポウゲの類の果実)
achievable	成就(じょうじゅ)(達成)できる
achieve	〈目標など〉を『達成する』,に到達する / 〈勝利・名声・地位など〉を獲得する,勝ち取る
achievement	〈U〉(…の)『成就』(じょうじゅ),達成《+『of』+『名』》 / 〈U〉『業績』,功績,達成されたこと
achilles	アキレス(Homer作のIliadに出てくるギリシア軍の勇将;右足首以外は不死身であったが,ここに矢を射られ戦死を...
achoo	《米》《擬音語》くしゃみの音(=atchoo)
achromatic	無色の;色消しの
acid	酸性の / 酸味のある,すっぱい(sour) / (言葉・態度などが)厳しい,しんらつな / 酸 / すっぱいもの...
acidhead	《米》《俗》LSDの常用者(俗語で侮蔑的なニュアンスを含む)
acidify	…をすっぱくする;…を酸性化する / 酸化する
acidity	酸味;酸度
acidosis	酸性症,酸中毒(血液中のアルカリ濃度が異常に低い状態)
acidulate	…をすっぱくする,酸性化する
acidulated	(特に菓子・飲物などが)酸味を帯びた
acidulous	(味が)多少すっぱい / (言動が)しんらつな
acknowledge	〈人が〉…を『認める』,承認する / 〈手紙・贈物など〉を受け取ったことを知らせる / 〈親切など〉に礼を言う,感謝する
acknowledgement	〈U〉(…を)認めること,認めて感謝すること《+『of』+『名』》 / 〈C〉(手紙・贈物などの)受領の通知 / ...
acknowledger	承認(認知)する人
acknowledgment	〈U〉(…を)認めること,認めて感謝すること《+『of』+『名』》 / 〈C〉(手紙・贈物などの)受領の通知 / ...
acme	《the ~》(…の)絶頂,極致(peak)《+『of』+『名』》
acne	にきび(pimple)
acolyte	(ローマカトリック教会の)侍祭 / (一般に)助手,補佐役;従者; (儀式での)侍者; 伴僧; 助手; 初心者
aconite	トリカブト(有毒性植物)
acorn	どんぐり(カシ・ナラなどの実)
acoustic	音響の;聴覚の / (特に楽器が電気的に増幅・変化されていない)自然音を出す
acoustics	《単数扱い》音響学 / 《複数扱い》(劇場などの)音響効果
acquaint	〈人〉に…を知らせる,告げる《acquaint 人 with … / acquaint 人 of …》
acquaintance	〈C〉(それほど親密ではない)『知り合い』,知人 / (またacquaintanceship)〈U〉《時にa~》(...
acquaintanceship	=acquaintance 2
acquiesce	(…に)いやいやながら従う,黙従する《+『in』+『名』》
acquiescence	黙認,甘んじて受け入れること
acquiescent	黙認の,甘受する
acquirable	取得(習得)できる
acquire	(不断の努力・習慣などで)…を『習得する』,身につける / 〈財産・権利など〉を手に入れる,取得する
acquirement	〈U〉(不断の努力・習慣などによって)(…を)取得(習得)すること《+『of』+『名』》 / 〈C〉《しばしば複数...
acquisition	〈U〉(…を)取得(習得)すること《+『of』+『名』》 / 〈C〉取得したもの;(…に)加わったもの(人)《+『...
acquisitive	欲ばりの;(…を)ほしがる,得たがる《+『of』+『名』》
acquit	(…について)〈人〉に無実(無罪)を宣告する,〈人〉を放免する《+『名』〈人〉+『of』(『on』)+『名』》
acquittal	無罪放免,釈放,免訴
acre	『エーカー』(面積の単位;約4,047平方メートル) / 《複数形で》田畑,土地
acreage	エーカー数,面積
acrid	(舌・鼻に)刺激のある,ひりひりする / (言葉・態度・気質が)しんらつな,とげとげしい
acrimonious	(言葉・態度・気質が)厳しい,しんらつな
acrimony	(言葉・態度・気質などの)厳しさ,しんらつさ
acrobat	軽業師,曲芸師,綱渡り芸人
acrobatic	軽業的な,曲芸的な
acrobatics	軽業(曲芸)の演技 / 《単数扱い》軽業(曲芸)の技術
acronym	かしら文字語(数語の最初の1字を組み合わせた語;通例は普通の名詞のように発音される;『NATO』=North At...
acrophobia	高所恐怖症
acropolis	〈C〉(古代ギリシア都市の)城さい / 《the A-》アクロポリス(アテネの昔の城さいでパルテノン(Parthe...
across	《come,go,swimなどの移動を表す動詞と共に》 / (川・道路など幅があって長いもの)『を横断して』 / ...
acrostic	折り句(行の初めの文字を並べるとある意味をなすもの)
acrylic	=acrylic resin / (画家用の)アクリル絵の具
act	『行い』,『行為』 / 《しばしばA-》法令,条令 / 《しばしばA-》(芝居の1つの)『幕』;(演芸などの)出し...
actin	アクチン(筋肉生成に役立つ純蛋白質の一種)
acting	代理の,臨時の / 演出用の / 演出,演技
actinic	(日光の)紫外線に関する; (化学的に)作用する
actinium	アクチニウム(放射性元素;化学記号Ac)
action	〈U〉『行動』,活動;精力的な活動 / 〈C〉『行為』,行い;《複数形で》『日常の行動』,ふるまい / 〈U〉〈C...
actionable	起訴できる
activate	…を活動的にする / …に活性化する
activation	活動化 / (物質の)活性化(化学反応を起こしやすくすること)
active	『活動的な』,活発な,活気のある / 『有効な』,(薬の効力などが)まだ働いている,機能している / (軍務で)現...
actively	活発に;積極的に
activism	(社会的・政治的な)積極的行動主義,活動主義
activist	(特に政治信条の)積極行動主義者,実践主義者
activity	〈U〉『活動』,働き;活力 / 《しばしば複数形で》(種々の)『活動』,行事;(学生の)学内(外)活動,クラブ活動...
actomyosin	アクトミオシン(筋収縮を起こす複合体蛋白質)
actor	(男の)『俳優』,『男優』 / 行為者
actress	〈C〉女優
acts	使徒行伝(新約聖書の中の一書)
actual	『現実の』,実際上の(real) / 現在の,現存の
actuality	〈U〉現実,実在,現実性 / 《複数形で》現状;事実
actualize	…を実現する;…を行動に表す
actually	(まさかと思うだろうが)『実際に』,現に,ほんとうに
actuarial	保険計理士の
actuary	保険計理士(妥当な保険料などを算出する人)
actuate	〈機械など〉を動かす / 《通例受動態で》〈動機などが〉〈人〉を行動させる,動かす
acuity	(知覚の)鋭さ,鋭敏
acumen	明敏,眼識の鋭さ
acupuncture	(特に中国の)針療法,鍼(しん)術
acute	(先の)『鋭い』,とがった / (痛み・感情などが)『激しい』,強い / (知力・感覚などが)『鋭い』,鋭敏な /...
ad	《話》広告(advertisementの略)
ada	Americans for Democratic Action 米国人民主行動連盟
adage	格言,ことわざ
adagio	(音楽で)ゆるやかに / アダージォの曲(楽章)
adam	アダム(聖書によれば,神が天地を創造したとき,最初Adamをつくり,その肋骨の1本から最初の女Eveを造ったという)
adamant	(伝説で)絶対に砕けない堅固な物質 / 《文》(人,人の態度・意見などが)堅固無比な;(…するといって)ゆずらない...
adamantine	(決心などが)不動の,ゆるぎない
adapt	(…に)…を『適応させる』,適合させる《+『名』+『to』+『名』(do『ing』)》 / (…向きに)〈小説・戯...
adaptability	適応性,順応性
adaptable	(物・事が)適応できる / (人が)融通のきく,順応性のある
adaptation	〈U〉適応,順応 / 〈U〉脚色,翻案;〈C〉翻案物,改作物
adapter	《米》(電気・機械の)接続変換器,アダプター / (書籍や作品などの)脚色者,翻案者
adaptive	適応できる,適応性のある
adaptor	《英》(電気・機械の)接続変換器,アダプター / (書籍や作品などの)脚色者,翻案者
add	1〈二つ以上のもの〉を『合計する』《+『名』+『up』(『together』),+『up』(『together』)...
addend	加数
addenda	addendumの複数形
addendum	付加物,追加;(本の)補遺,付録
adder	計算者 / 計算器 / アダー(北欧・アジア・北米産の小さいマムシの類の毒蛇;北米産は無毒)
addict	《受動態で用いて》(…に)〈人〉を熱中させる《+『名』〈人〉+『to』+『名』(do『ing』)》 / (麻薬など...
addiction	(物事に)熱中すること《+『to』+『名』》 / (麻薬などの)常用《+『to』+『名』》
addictive	中毒性のある, 習慣性の
addition	〈U〉(…を…に)『付け加えること』,追加《+『of』+『名』+『to』+『名』》 / 〈U〉加法,足し算 / 〈...
additional	『付け加えた』,追加の;特別の
additionally	その上,さらに
additive	(製造品に)添加された;足し算の / 添加物
addle	〈卵〉を腐らせる / 《話》〈人,人の頭など〉を混乱させる / 〈卵が〉腐る / 《話》〈人,人の頭などが〉混乱する
addnl	additional
address	〈C〉『あて名』,住所 / 〈C〉『演説』;(口頭・文書による)あいさつの言葉(speech) / 《文》〈U〉話...
addressee	受信人,名あて人
adduce	〈証拠・理由〉をあげる;(証拠として)…を引用する
aden	アデン(イエメン民主人民共和国の首都)
adenine	アデニン(DNAやRNAを構成する塩基の一つでプリン塩基の一種)
adenoidal	アデノイド(腺(せん)様増殖症)の / (声が)鼻にかかった
adenoids	《複数形》アデノイド,腺(せん)様増殖症(扁桃腺の病気)
adept	熟達した,精通した;(…に)巧みな《+in(at)+名(doing)》 / 〈C〉(…に)熟達した人,(…の)名人...
adequacy	適当であること,妥当性;十分なこと
adequate	(要求・目的に)『十分な』 / かろうじて満足できる / 《補語にのみ用いて》(…に)『適した』,かなった《+『t...
adequately	適切に,十分に
adhere	〈物が〉(…に)『くっつく』,付着する,粘着する《+『to』+『名』》 / 〈人が〉(決心・主義などに)執着する,...
adherence	(…への)固守,執着《+『to』+『名』》 / (物が)(…に)付着する(している)こと《+『to』+『名』》
adherent	(主義などに)味方する,固守する / 粘着性の,付着性の / 支持者,味方,信者
adhesion	粘着,付着
adhesive	付着力のある,粘着性の / 粘着物,接着剤
adiabatic	(物質が)断熱の(熱を導かないことをいう)
adieu	さようなら,ごきげんよう(good-by) / 別れ,告別(farewell)
adios	さようなら
adipose	脂肪質の
adjacent	《文》近接の,隣接している;(…に)すぐ近くの《+『to』+『名』》
adjectival	形容詞的(の)
adjective	『形容詞』(《略》adj.) / 形容詞の
adjoin	…に『隣接する』 / (…に)隣接する,隣り合う《+『to』+『名』》
adjoining	隣り合う,隣の
adjourn	(…まで)〈会議など〉を『休会する』,延期する《+『名』+『for』(『until』,『till』)+『名』》 /...
adjournment	延期,休会;延期(休会)期間
adjudge	〈人〉に判決を下す,宣告する / (法律・審査で)(人に)…を与える《+『名』+『to』+『名』〈人〉》(awar...
adjudicate	…の判決を下す / (…について)判決を下す《+『on』(『upon』)+『名』》
adjudication	裁定,判決;(破産などの)宣告
adjunct	(…の)付属物《+『to』(『of』)+『名』》 / 修飾語句
adjunctive	付属的な
adjure	《文》〈人〉に厳命する,請願する;(…するよう)〈人〉に厳命する《+『名』+『to』 do》
adjust	…を『調節する』;(…に)…を合わせる《+『名』+『to』+『名』(do『ing』)》 / 〈争い・不和〉を調停す...
adjustable	調節できる,調整できる
adjuster	調整者,調停者 / (保険)精算人 / 調整機
adjustment	〈U〉(…の)『調停』,調整,調節《+『of』+『名』》 / 〈C〉調整装置
adjustor	調整者,調停者 / (保険)精算人 / 調整機
adjutant	(陸軍の)副官 / 補助員,助手 / (またadjutant stork, adjutant bird)ハゲコウ(...
adman	広告業者,広告会社社員
admass	(社会悪となっている)マスコミ広告;(その影響下の)マスコミ社会
administer	…を管理する / (薬・援助など)を与える / (罰・非難など)を加える / …を施行する
administrate	=administer
administration	〈U〉『行政』,統治 / 〈U〉『管理』,経営 / 〈C〉行政機関(省,庁,局など);《the A-》《米》連邦政...
administrative	『行政上の』;『管理の』,経営の
administrator	為政者,行政官 / (遺産としての不動産の)管理者
admirable	賞賛に値する,感心する,りっぱな
admirably	りっぱに,みごとに
admiral	(海軍・艦隊の)『司令長官』 / 海軍将官,提督 / アカタテハチョウ
admiralty	《the A-》《英》海軍省 / 〈U〉海事法
admiration	〈U〉(…に対する)『賞賛』,感嘆,賛美《+『for』(『of』)+『名』》 / 《the ~》(…の)賞賛(感嘆...
admire	…に『感嘆する』,感嘆して見とれる,を賞賛する
